Title,Release_Year,Location,Fun_Facts,Production_Company,Distributor,Director,Writer,Actor_1,Actor_2,Actor_3,Latitude,Longitude,Accuracy_Score,Accuracy_Type,Number,Street,City,State,County,Zip,Country
Murder in the First,1995,Aquatic Park (Jefferson Street),"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Kristen Stewart,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Murder in the First,1995,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Kristen Stewart,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Murder in the First,1995,Alamo Square,,Warner Bros. Pictures,Warner Bros. Pictures,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon,Kristen Stewart,37.76305,-122.449433,1,street_center,,Alma St,San Francisco,CA,San Francisco County,94117,San Francisco County
Murder in the First,2014,1821 Alabama St. ,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland,37.744004,-122.41009,1,rooftop,1821,Alabama St,San Francisco,CA,San Francisco County,94110,San Francisco County
Murder in the First,2014,Hall of Justice (850 Bryant Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland,37.732772,-122.407024,1,street_center,,Hale St,San Francisco,CA,San Francisco County,94134,San Francisco County
Murder in the First,2014,Cameron House 920 Sacramento St. ,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland,37.720507,-122.386243,1,street_center,,Cameron Way,San Francisco,CA,San Francisco County,94124,San Francisco County
Murder in the First,2014,Naked Lunch,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Murder in the First,2014,9 Calhoun Terrace,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland,37.80076,-122.403781,1,rooftop,9,Calhoun Ter,San Francisco,CA,San Francisco County,94133,San Francisco County
Murder in the First,2014,Washington Square on Filbert & Stockton,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland,37.794941,-122.408079,1,intersection,,Stockton St,San Francisco,CA,San Francisco County,94108,San Francisco County
Murder in the First,2014,AT&T Park,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Murder in the First,2014,China Basin on Berry St,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland,37.772092,-122.388666,1,street_center,,China Basin St,San Francisco,CA,San Francisco County,94158,San Francisco County
Murder in the First,2014,Kearney St. from Broadway to Pacific,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochco,Eric Lodal,Ian Anthony Dale,Taye Diggs,Mimi Kirkland,37.791841,-122.40422,1,street_center,,Kearny St,San Francisco,CA,San Francisco County,94108,San Francisco County
My Reality,2011,Chouguet's (2500 Washington Street),,Dare TV,,Marcia Kimpton,Marica Kimpton,Marcia Kimpton,,Michael Keaton,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
My Reality,2011,3122 16th Street,,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Michael Keaton,37.765125,-122.422612,1,rooftop,3122,16th St,San Francisco,CA,San Francisco County,94103,San Francisco County
My Reality,2011,500 Club (500 Guerrero),,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Michael Keaton,37.776646,-122.417481,0.33,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
My Reality,2011,O'Farrell & Jones Streets,,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Kim Novak,37.78579,-122.41297,1,intersection,,Jones St,San Francisco,CA,San Francisco County,94102,San Francisco County
My Reality,2011,Triton Hotel (342 Grant Street),,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Kim Novak,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
My Reality,2011,Grant Avenue & Union Street,,Dare TV,,Marcia Kimpton,Marcia Kimpton,Marcia Kimpton,,Kim Novak,37.800638,-122.407584,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94133,San Francisco County
Need For Speed,2014,Embarcadero from Broadway to Folsom,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,37.800107,-122.397939,1,street_center,,The Embarcadero,San Francisco,CA,San Francisco County,94111,San Francisco County
Need For Speed,2014,California St from Taylor to Powell,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,37.787588,-122.445402,1,street_center,,California St,San Francisco,CA,San Francisco County,94115,San Francisco County
Need For Speed,2014,Mason St from Pine to Sacramento,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,37.794676,-122.411363,1,street_center,,Mason St,San Francisco,CA,San Francisco County,94108,San Francisco County
Need For Speed,2014,Powell St. from Geary to Sacramento,,"Need For Speed Productions, LLC",Walt Disney Studios Motion Pictures,Scott Waugh,George Gatins,Aaron Paul,Dominic Cooper,Imogen Poots,37.796162,-122.409979,1,street_center,,Powell St,San Francisco,CA,San Francisco County,94133,San Francisco County
Never Die Twice,2001,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Scott / Kelly Films,,Sean A.F. Scott,Sean A.F. Scott & Nancy L. Kelly,Claudia Christian,,Courtney B. Vance,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Nine Months,1995,The Malloch Apartment Building (1360 Montgomery Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Ving Rhames,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Nine Months,1995,Wasteland Store (1600 Haight Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Nine Months,1995,Star's CafÃƒÂ© (55 Golden Gate Avenue at Van Ness),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Ving Rhames,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Nine Months,1995,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Nine Months,1995,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Nine Months,1995,Pierce Street between Pacific & Green Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain,37.795741,-122.438591,1,intersection,,Green St,San Francisco,CA,San Francisco County,94123,San Francisco County
Nine Months,1995,Montgomery & Vallejo Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain,37.799172,-122.404053,1,intersection,,Montgomery St,San Francisco,CA,San Francisco County,94133,San Francisco County
Nine Months,1995,Marathon Plaza (303 2nd Street),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Nine Months,1995,Jones Street at Bush,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain,37.789529,-122.413728,1,intersection,,Bush St,San Francisco,CA,San Francisco County,94109,San Francisco County
Nine Months,1995,Jack Kerouac Alley between Columbus & Grant Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Richard Chamberlain,37.797469,-122.406945,1,intersection,,Grant Ave,San Francisco,CA,San Francisco County,94133,San Francisco County
Nine Months,1995,Chrissy Field,Chrissy Field was originally an airfield for the Presidio Army Base. ,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Forest Whitaker,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Nine Months,1995,Belli Building (722 Montgomery Street at Washington),,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,,37.733928,-122.385188,1,street_center,,Bell Ct,San Francisco,CA,San Francisco County,94124,San Francisco County
Nine Months,1995,Alamo Square,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,,37.76305,-122.449433,1,street_center,,Alma St,San Francisco,CA,San Francisco County,94117,San Francisco County
Nine Months,1995,60 Spear Street,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,,37.792536,-122.394593,1,rooftop,60,Spear St,San Francisco,CA,San Francisco County,94105,San Francisco County
Nine Months,1995,"101 Henry Adams Place, 4th Floor",,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,,37.768109,-122.403521,1,rooftop,101,Henry Adams St,San Francisco,CA,San Francisco County,94103,San Francisco County
Nine to Five,1980,Albert S. Samuels Clock (856 Market Street between Powell and Stockton),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Colin Higgins,Colin Higgins,Jane Fonda,Lily Tomlin,,37.716745,-122.409805,1,street_center,,Alberta St,San Francisco,CA,San Francisco County,94134,San Francisco County
Nora Prentiss,1947,Belgravia Apartments (795 Sutter Street at Jones),,Warner Bros. Pictures,Warner Bros. Pictures,Vincent Sherman,N. Richard Nash,Ann Sheridan,Kent Smith,,37.759798,-122.448577,1,street_center,,Belgrave Ave,San Francisco,CA,San Francisco County,94117,San Francisco County
On the Road,2012,Bay Bridge,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,37.814193,-122.358463,1,street_center,,Bay Brg,San Francisco,CA,San Francisco County,94130,San Francisco County
On the Road,2012,Sacramento & Montgomery Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,37.79378,-122.402957,1,intersection,,Montgomery St,San Francisco,CA,San Francisco County,94111,San Francisco County
On the Road,2012,2017 23rd Street,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,37.754504,-122.400042,1,rooftop,2017,23rd St,San Francisco,CA,San Francisco County,94107,San Francisco County
On the Road,2012,Filbert & Leavenworth Streets,,SPAD Films,IFC Films & Sundance Selects,Walter Salles,Jack Kerouac & Jose Rivera,Garrett Hedlund,Viggo Mortenson,,37.800458,-122.416648,0.92,intersection,,Filbert St,San Francisco,CA,San Francisco County,94133,San Francisco County
Pacific Heights,1990,Texas & 19th Streets (Potrero Hill),,Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,37.761359,-122.395438,1,intersection,,19th St,San Francisco,CA,San Francisco County,94107,San Francisco County
Pacific Heights,1990,Financial District,,Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,Bruce Dern,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Pacific Heights,1990,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,Paul Rodriguez,37.795143,-122.40767,1,street_center,,Old Chinatown Ln,San Francisco,CA,San Francisco County,94108,San Francisco County
Pal Joey,1957,"Spreckels Mansion (2080 Washington Street, Pacific Heights)",,Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,,37.771681,-122.495376,1,street_center,,Spreckels Lake Dr,San Francisco,CA,San Francisco County,94121,San Francisco County
Pal Joey,1957,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Pal Joey,1957,Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establishments out of business.",Columbia Pictures Corporation,Columbia Pictures,George Sidney,Dorothy Kingsley,Rita Hayworth,Frank Sinatra,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
Parks and Recreation,2014,Filbert from Hyde to Leavenworth,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,,37.800397,-122.415943,1,street_center,,Filbert St,San Francisco,CA,San Francisco County,94133,San Francisco County
Parks and Recreation,2014,Columbus and Green,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,,37.79949,-122.409014,1,intersection,,Columbus Ave,San Francisco,CA,San Francisco County,94133,San Francisco County
Parks and Recreation,2014,Larkin & Fulton,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,,37.789979,-122.418843,1,street_center,,Larkin St,San Francisco,CA,San Francisco County,94109,San Francisco County
Parks and Recreation,2014,Embarcadero & Market,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,,37.800107,-122.397939,1,street_center,,The Embarcadero,San Francisco,CA,San Francisco County,94111,San Francisco County
Patch Adams,1998,Treasure Island,"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,Robin Williams,Philip Seymour Hoffman,,37.815868,-122.371774,1,street_center,,Treasure Island Rd,San Francisco,CA,San Francisco County,94130,San Francisco County
Patch Adams,1998,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909. ",Bungalow 78 Productions,Universal Pictures,Tom Shadyac,Steve Oedekerk,Robin Williams,Philip Seymour Hoffman,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
